,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income,age_bin,edu_bin,marital_bin,race_bin
190,56, Private,404899, 7th-8th,9, Married-civ-spouse, Craft-repair, Husband, White, Male,9,1847,40, United-States, <=50K,31-60,low,married,Non-White
191,20, Private,33942, Some-college,10, Never-married, ?, Own-child, White, Male,0,0,40, United-States, <=50K,<=30,low,not-married,Non-White
192,19, Private,217836, 12th,10, Never-married, ?, Own-child, White, Male,0,0,31, United-States, <=50K,<=30,low,not-married,Non-White
193,36, Private,117346, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Male,0,1,40, United-States, <=50K,31-60,high,not-married,Non-White
194,36, Private,189824, 11th,14, Married-civ-spouse, Adm-clerical, Wife, White, Male,39,0,40, United-States, <=50K,31-60,high,married,Non-White
195,32, Federal-gov,377428, 11th,9, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,68, United-States, <=50K,31-60,low,married,Non-White
196,41, Private,33659, Bachelors,12, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K,31-60,high,not-married,Non-White
197,46, Private,130226, 7th-8th,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,12, Dominican-Republic, <=50K,31-60,low,married,Non-White
198,23, Private,148558, Some-college,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,1,32, United-States, <=50K,<=30,low,not-married,Non-White
199,25, Local-gov,242958, HS-grad,13, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K,<=30,high,not-married,Non-White
200,34, Private,221358, HS-grad,9, Widowed, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,36, United-States, <=50K,31-60,low,not-married,Non-White
201,26, Private,155695, Some-college,6, Never-married, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,0,0,48, Taiwan, <=50K,<=30,low,not-married,Non-White
202,33, Self-emp-inc,163431, Prof-school,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K,31-60,low,married,Non-White
203,28, Private,235200, HS-grad,9, Divorced, Craft-repair, Other-relative, White, Male,13,0,60, United-States, <=50K,<=30,low,not-married,Non-White
204,26, Private,347706, HS-grad,9, Divorced, ?, Own-child, White, Female,0,0,40, United-States, <=50K,<=30,low,not-married,Non-White
205,19, Private,119449, HS-grad,9, Never-married, Handlers-cleaners, Own-child, Black, Male,1982,1,40, United-States, <=50K,<=30,low,not-married,Non-White
206,33, Private,208426, Some-college,10, Never-married, Other-service, Not-in-family, White, Female,9,0,40, United-States, <=50K,31-60,low,not-married,Non-White
207,41, Local-gov,321390, Assoc-acdm,14, Never-married, Exec-managerial, Not-in-family, Black, Female,0,0,40, United-States, <=50K,31-60,high,not-married,Non-White
208,27, Private,97095, Assoc-voc,9, Never-married, Adm-clerical, Not-in-family, Black, Female,6707,0,40, Puerto-Rico, <=50K,<=30,low,not-married,Non-White
209,37, Private,207416, Bachelors,15, Married-civ-spouse, Protective-serv, Husband, White, Male,0,1631,48, United-States, >50K,31-60,high,married,Non-White
210,35, Private,160494, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,27,2,50, United-States, >50K,31-60,high,married,Non-White
211,54, Private,210482, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,1,0,40, Mexico, >50K,31-60,low,married,Non-White
212,24, ?,449323, 10th,12, Never-married, Exec-managerial, Own-child, White, Male,14360,0,50, United-States, <=50K,<=30,high,not-married,Non-White
213,34, Private,125876, Assoc-acdm,14, Married-civ-spouse, Craft-repair, Husband, White, Male,7116,0,49, United-States, >50K,31-60,high,married,Non-White
214,20, Private,328718, HS-grad,9, Never-married, ?, Own-child, White, Male,0,0,21, United-States, <=50K,<=30,low,not-married,Non-White
215,31, Private,259506, Assoc-acdm,10, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K,31-60,low,not-married,Non-White
216,56, State-gov,132195, Bachelors,3, Married-civ-spouse, Transport-moving, Unmarried, Black, Female,32,0,76, United-States, <=50K,31-60,low,married,Non-White
217,73, Private,188985, HS-grad,9, Widowed, Adm-clerical, Unmarried, White, Female,3264,0,12, United-States, <=50K,61+,low,not-married,Non-White
218,24, Self-emp-not-inc,266776, HS-grad,9, Never-married, ?, Other-relative, White, Female,0,2,23, United-States, <=50K,<=30,low,not-married,Non-White
219,39, State-gov,231099, Doctorate,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1,59, United-States, >50K,31-60,high,married,Non-White
220,39, Private,339987, HS-grad,9, Separated, Tech-support, Unmarried, White, Female,0,0,40, United-States, <=50K,31-60,low,not-married,Non-White
221,31, Private,214328, Assoc-acdm,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K,31-60,high,married,Non-White
222,17, Private,181968, 11th,12, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,62, Philippines, <=50K,<=30,high,not-married,Non-White
223,23, Private,95950, HS-grad,9, Widowed, Other-service, Not-in-family, White, Female,6,0,40, United-States, <=50K,<=30,low,not-married,Non-White
224,43, Self-emp-inc,106341, 5th-6th,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,2,40, Cambodia, <=50K,31-60,low,married,Non-White
225,37, Federal-gov,179429, Assoc-acdm,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,70, United-States, >50K,31-60,high,married,Non-White
226,25, Private,201370, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Male,24,1,50, United-States, <=50K,<=30,high,not-married,Non-White
227,22, Private,127658, HS-grad,5, Never-married, Craft-repair, Own-child, Black, Male,20,1,14, Hungary, <=50K,<=30,low,not-married,Non-White
228,33, Self-emp-inc,163886, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, United-States, >50K,31-60,high,married,Non-White
229,42, Private,115192, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, White, Female,3325,0,40, United-States, <=50K,31-60,low,not-married,Non-White
230,35, Private,243116, Some-college,11, Widowed, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,20, United-States, <=50K,31-60,high,not-married,Non-White
231,24, Private,202551, HS-grad,4, Divorced, Other-service, Unmarried, White, Female,0,0,18, United-States, <=50K,<=30,low,not-married,Non-White
232,45, Private,339764, HS-grad,7, Widowed, Sales, Not-in-family, White, Female,0,1,40, United-States, <=50K,31-60,low,not-married,Non-White
233,48, Private,173970, HS-grad,9, Widowed, ?, Not-in-family, Amer-Indian-Eskimo, Female,0,3,22, United-States, <=50K,31-60,low,not-married,Non-White
234,24, Private,257173, 12th,10, Never-married, ?, Own-child, White, Male,0,1,48, United-States, <=50K,<=30,low,not-married,Non-White
235,19, Private,110552, HS-grad,9, Never-married, Sales, Not-in-family, White, Female,0,0,45, United-States, <=50K,<=30,low,not-married,Non-White
236,35, ?,177948, HS-grad,7, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,17, Yugoslavia, <=50K,31-60,low,not-married,Non-White
237,33, Private,248565, 11th,12, Married-AF-spouse, Craft-repair, Other-relative, White, Male,0,0,33, United-States, >50K,31-60,high,married,Non-White
238,28, ?,186737, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Male,0,1,48, United-States, <=50K,<=30,high,not-married,Non-White
239,46, Federal-gov,207953, HS-grad,11, Never-married, Adm-clerical, Unmarried, Black, Female,0,2,34, United-States, <=50K,31-60,high,not-married,Non-White
240,57, Private,196138, Bachelors,6, Never-married, Other-service, Not-in-family, White, Female,0,0,33, United-States, <=50K,31-60,low,not-married,Non-White
241,60, Private,24612, HS-grad,9, Widowed, Other-service, Unmarried, White, Female,0,4,40, United-States, <=50K,31-60,low,not-married,Non-White
242,46, Private,106702, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,11,3,49, United-States, >50K,31-60,high,married,Non-White
243,32, State-gov,172454, HS-grad,9, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K,31-60,low,not-married,Non-White
244,44, Private,32252, Assoc-voc,3, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, ?, <=50K,31-60,low,not-married,Non-White
245,58, Private,293720, Masters,10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,60, United-States, >50K,31-60,low,married,Non-White
246,59, Self-emp-inc,181848, Bachelors,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,2141,49, United-States, >50K,31-60,high,married,Non-White
247,57, Self-emp-not-inc,267746, Some-college,13, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,3204,0,13, United-States, <=50K,31-60,high,married,Non-White
248,41, Private,380219, Prof-school,9, Divorced, Prof-specialty, Not-in-family, Black, Female,0,2,50, United-States, <=50K,31-60,low,not-married,Non-White
249,44, Self-emp-not-inc,93215, HS-grad,15, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, ?, <=50K,31-60,high,married,Non-White
250,22, Private,130535, HS-grad,9, Widowed, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K,<=30,low,not-married,Non-White
251,36, Private,177348, HS-grad,10, Widowed, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K,31-60,low,not-married,Non-White
252,21, Private,186558, Bachelors,10, Never-married, ?, Own-child, White, Male,0,1,19, United-States, <=50K,<=30,low,not-married,Non-White
253,41, Private,186821, Assoc-voc,16, Married-civ-spouse, Exec-managerial, Husband, White, Female,2883,0,45, United-States, >50K,31-60,high,married,Non-White
254,37, Private,25947, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,46, United-States, >50K,31-60,high,married,Non-White
255,72, Private,180296, 9th,9, Married-civ-spouse, Other-service, Husband, White, Female,15590,0,45, United-States, <=50K,61+,low,married,Non-White
256,26, Private,104768, 7th-8th,9, Never-married, Other-service, Not-in-family, White, Male,0,0,8, United-States, <=50K,<=30,low,not-married,Non-White
257,24, Private,124552, Assoc-acdm,13, Never-married, Exec-managerial, Unmarried, White, Male,2418,0,45, United-States, <=50K,<=30,high,not-married,Non-White
258,30, Private,272142, Some-college,15, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,20, United-States, <=50K,<=30,high,married,Non-White
259,22, Private,345458, HS-grad,6, Never-married, Other-service, Own-child, White, Male,0,0,40, Greece, <=50K,<=30,low,not-married,Non-White
260,28, Private,141722, Some-college,9, Married-civ-spouse, Craft-repair, Wife, White, Female,0,0,40, Nicaragua, >50K,<=30,low,married,Non-White
261,57, Private,181838, Doctorate,4, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, ?, >50K,31-60,low,married,Non-White
262,42, Private,218864, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, ?, >50K,31-60,high,married,Non-White
263,30, Private,169396, Bachelors,7, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,9, United-States, <=50K,<=30,low,not-married,Non-White
264,26, Private,61420, Preschool,15, Never-married, Sales, Not-in-family, Other, Male,2757,0,32, Japan, <=50K,<=30,high,not-married,Non-White
265,22, Private,252158, Some-college,10, Never-married, Priv-house-serv, Own-child, White, Male,0,1,10, United-States, <=50K,<=30,low,not-married,Non-White
266,19, Private,43398, Some-college,10, Never-married, Other-service, Other-relative, White, Female,0,0,19, Philippines, <=50K,<=30,low,not-married,Non-White
267,59, Private,43079, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,48, United-States, >50K,31-60,high,married,Non-White
268,60, Private,204642, 1st-4th,12, Separated, ?, Other-relative, White, Female,0,0,50, United-States, <=50K,31-60,high,not-married,Non-White
269,31, Private,172412, Some-college,4, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,49, United-States, >50K,31-60,low,married,Non-White
270,43, Self-emp-inc,153731, Doctorate,14, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Mexico, >50K,31-60,high,married,Non-White
271,70, Federal-gov,186792, Bachelors,11, Married-civ-spouse, Exec-managerial, Husband, White, Male,14624,0,49, United-States, >50K,61+,high,married,Non-White
272,45, Private,370029, 10th,13, Married-civ-spouse, Other-service, Husband, White, Male,0,0,20, United-States, <=50K,31-60,high,married,Non-White
273,41, Without-pay,245295, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,4,40, United-States, >50K,31-60,high,not-married,Non-White
274,38, Private,184948, Assoc-voc,16, Never-married, Prof-specialty, Own-child, White, Male,0,1,40, Taiwan, <=50K,31-60,high,not-married,Non-White
275,53, Private,183109, HS-grad,12, Married-civ-spouse, Other-service, Husband, Black, Male,0,1,34, United-States, <=50K,31-60,high,married,Non-White
276,27, Private,168443, Some-college,9, Never-married, Adm-clerical, Own-child, White, Male,0,2,6, United-States, <=50K,<=30,low,not-married,Non-White
277,27, Private,93326, HS-grad,9, Never-married, Tech-support, Not-in-family, White, Female,0,0,19, United-States, >50K,<=30,low,not-married,Non-White
278,24, Private,160866, Some-college,10, Never-married, Prof-specialty, Not-in-family, Other, Male,0,3,17, United-States, >50K,<=30,low,not-married,Non-White
279,38, Private,173287, HS-grad,14, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K,31-60,high,not-married,Non-White
280,42, Private,150365, Some-college,6, Married-civ-spouse, Farming-fishing, Husband, White, Male,15,0,33, United-States, <=50K,31-60,low,married,Non-White
281,44, Private,183900, HS-grad,6, Divorced, Adm-clerical, Not-in-family, White, Female,0,1,40, United-States, <=50K,31-60,low,not-married,Non-White
282,22, Private,344966, Some-college,10, Never-married, ?, Unmarried, White, Male,0,1,17, United-States, <=50K,<=30,low,not-married,Non-White
283,22, Private,149336, 10th,9, Never-married, Sales, Unmarried, White, Male,0,0,9, Ecuador, <=50K,<=30,low,not-married,Non-White
284,18, ?,111939, Some-college,7, Never-married, Sales, Own-child, White, Male,0,0,31, United-States, <=50K,<=30,low,not-married,Non-White
285,47, Private,162830, 5th-6th,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, ?, >50K,31-60,low,married,Non-White
286,38, Private,46389, HS-grad,9, Separated, Other-service, Husband, White, Female,51,4,40, United-States, <=50K,31-60,low,not-married,Non-White
287,36, Private,201547, HS-grad,6, Widowed, Adm-clerical, Other-relative, Black, Female,34,0,40, United-States, <=50K,31-60,low,not-married,Non-White
288,37, Private,281857, HS-grad,9, Divorced, Handlers-cleaners, Husband, Black, Female,0,0,33, United-States, <=50K,31-60,low,not-married,Non-White
289,45, Private,36900, HS-grad,9, Divorced, Exec-managerial, Unmarried, White, Female,26,0,34, United-States, <=50K,31-60,low,not-married,Non-White
290,34, Self-emp-not-inc,165263, 9th,16, Married-spouse-absent, Craft-repair, Husband, White, Male,0,1,45, United-States, >50K,31-60,high,married,Non-White
291,40, Private,431833, 10th,9, Divorced, Other-service, Unmarried, White, Female,16,0,40, United-States, <=50K,31-60,low,not-married,Non-White
292,20, Private,213040, Some-college,10, Never-married, Sales, Other-relative, White, Male,17,0,40, United-States, <=50K,<=30,low,not-married,Non-White
293,64, Private,166387, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,49, United-States, <=50K,61+,low,married,Non-White
294,23, Private,291763, 10th,10, Never-married, Craft-repair, Other-relative, White, Male,0,0,11, United-States, <=50K,<=30,low,not-married,Non-White
295,41, Local-gov,316816, Some-college,9, Divorced, ?, Not-in-family, White, Female,0,0,51, United-States, <=50K,31-60,low,not-married,Non-White
296,18, Private,268123, HS-grad,9, Widowed, Adm-clerical, Not-in-family, White, Female,22,0,40, United-States, <=50K,<=30,low,not-married,Non-White
297,23, Private,181580, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,22,0,40, United-States, <=50K,<=30,high,not-married,Non-White
298,23, Private,268810, Bachelors,10, Widowed, Craft-repair, Own-child, White, Female,0,0,80, United-States, <=50K,<=30,low,not-married,Non-White
299,24, Federal-gov,238990, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,33, Jamaica, >50K,<=30,low,married,Non-White
